NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,VARIABLE NAME,VALUE,LABEL,SOURCE,NOTES
Percent of not-first-generation students who transferred to a 4-year institution and withdrew within 8 years,completion,title_iv.not_first_gen.transf_withdrawn_4yr_by.8yrs,float,NOT1STGEN_WDRAW_4YR_TRANS_YR8_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 2-year institution and withdrew within 8 years,completion,title_iv.not_first_gen.transf_withdrawn_2yr_by.8yrs,float,NOT1STGEN_WDRAW_2YR_TRANS_YR8_RT,,,NSLDS,
Percent of not-first-generation students who were still enrolled at original institution within 8 years,completion,title_iv.not_first_gen.still_enrolled_by.8yrs,float,NOT1STGEN_ENRL_ORIG_YR8_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 4-year institution and were still enrolled within 8 years,completion,title_iv.not_first_gen.transf_still_enrolled_4yr_by.8yrs,float,NOT1STGEN_ENRL_4YR_TRANS_YR8_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 2-year institution and were still enrolled within 8 years,completion,title_iv.not_first_gen.transf_still_enrolled_2yr_by.8yrs,float,NOT1STGEN_ENRL_2YR_TRANS_YR8_RT,,,NSLDS,
Percent of not-first-generation students with status unknown within 8 years at original institution,completion,title_iv.not_first_gen.unknown_by.8yrs,float,NOT1STGEN_UNKN_ORIG_YR8_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 4-year institution and whose status is unknown within 8 years,completion,title_iv.not_first_gen.transf_unknown_4yr_by.8yrs,float,NOT1STGEN_UNKN_4YR_TRANS_YR8_RT,,,NSLDS,
Percent of not-first-generation students who transferred to a 2-year institution and whose status is unknown within 8 years,completion,title_iv.not_first_gen.transf_unknown_2yr_by.8yrs,float,NOT1STGEN_UNKN_2YR_TRANS_YR8_RT,,,NSLDS,
"Fraction of repayment cohort that has not defaulted, and with loan balances that have declined one year since entering repayment, excluding enrolled and military deferment from calculation. (Rolling averages)",repayment,repayment_cohort.1_year_declining_balance,float,RPY_1YR_RT,,,NSLDS,
One-year repayment rate for completers,repayment,1_yr_repayment.completers,float,COMPL_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for non-completers,repayment,1_yr_repayment.noncompleters,float,NONCOM_RPY_1YR_RT,,,NSLDS,
"One-year repayment rate by family income ($0-30,000)",repayment,1_yr_repayment.income.0_30000,float,LO_INC_RPY_1YR_RT,,,NSLDS,
"One-year repayment rate by family income ($30,000-75,000)",repayment,1_yr_repayment.income.30000_75000,float,MD_INC_RPY_1YR_RT,,,NSLDS,
"One-year repayment rate by family income ($75,000+)",repayment,1_yr_repayment.income.greater_than_75000,float,HI_INC_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for dependent students,repayment,1_yr_repayment.dependent_students,float,DEP_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for independent students,repayment,1_yr_repayment.independent_students,float,IND_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for students who received a Pell grant while at the school,repayment,1_yr_repayment.pell_grant,float,PELL_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for students who never received a Pell grant while at school,repayment,1_yr_repayment.no_pell_grant,float,NOPELL_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for females,repayment,1_yr_repayment.female_students,float,FEMALE_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for males,repayment,1_yr_repayment.male_students,float,MALE_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for first-generation students,repayment,1_yr_repayment.first_generation_students,float,FIRSTGEN_RPY_1YR_RT,,,NSLDS,
One-year repayment rate for students who are not first-generation,repayment,1_yr_repayment.non_first_generation_students,float,NOTFIRSTGEN_RPY_1YR_RT,,,NSLDS,
"Fraction of repayment cohort that has not defaulted, and with loan balances that have declined three years since entering repayment, excluding enrolled and military deferment from calculation.  (rolling averages)",repayment,repayment_cohort.3_year_declining_balance,float,RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for completers,repayment,3_yr_repayment.completers,float,COMPL_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for non-completers,repayment,3_yr_repayment.noncompleters,float,NONCOM_RPY_3YR_RT,,,NSLDS,
"Three-year repayment rate by family income ($0-30,000)",repayment,3_yr_repayment.income.0_30000,float,LO_INC_RPY_3YR_RT,,,NSLDS,
"Three-year repayment rate by family income ($30,000-75,000)",repayment,3_yr_repayment.income.30000_75000,float,MD_INC_RPY_3YR_RT,,,NSLDS,
"Three-year repayment rate by family income ($75,000+)",repayment,3_yr_repayment.income.greater_than_75000,float,HI_INC_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for dependent students,repayment,3_yr_repayment.dependent_students,float,DEP_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for independent students,repayment,3_yr_repayment.independent_students,float,IND_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for students who received a Pell grant while at the school,repayment,3_yr_repayment.pell_grant,float,PELL_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for students who never received a Pell grant while at school,repayment,3_yr_repayment.no_pell_grant,float,NOPELL_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for females,repayment,3_yr_repayment.female_students,float,FEMALE_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for males,repayment,3_yr_repayment.male_students,float,MALE_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for first-generation students,repayment,3_yr_repayment.first_generation_students,float,FIRSTGEN_RPY_3YR_RT,,,NSLDS,
Three-year repayment rate for students who are not first-generation,repayment,3_yr_repayment.non_first_generation_students,float,NOTFIRSTGEN_RPY_3YR_RT,,,NSLDS,
"Fraction of repayment cohort that has not defaulted, and with loan balances that have declined five years since entering repayment, excluding enrolled and military deferment from calculation.  (rolling averages)",repayment,repayment_cohort.5_year_declining_balance,float,RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for completers,repayment,5_yr_repayment.completers,float,COMPL_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for non-completers,repayment,5_yr_repayment.noncompleters,float,NONCOM_RPY_5YR_RT,,,NSLDS,
"Five-year repayment rate by family income ($0-30,000)",repayment,5_yr_repayment.income.0_30000,float,LO_INC_RPY_5YR_RT,,,NSLDS,
"Five-year repayment rate by family income ($30,000-75,000)",repayment,5_yr_repayment.income.30000_75000,float,MD_INC_RPY_5YR_RT,,,NSLDS,
"Five-year repayment rate by family income ($75,000+)",repayment,5_yr_repayment.income.greater_than_75000,float,HI_INC_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for dependent students,repayment,5_yr_repayment.dependent_students,float,DEP_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for independent students,repayment,5_yr_repayment.independent_students,float,IND_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for students who received a Pell grant while at the school,repayment,5_yr_repayment.pell_grant,float,PELL_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for students who never received a Pell grant while at school,repayment,5_yr_repayment.no_pell_grant,float,NOPELL_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for females,repayment,5_yr_repayment.female_students,float,FEMALE_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for males,repayment,5_yr_repayment.male_students,float,MALE_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for first-generation students,repayment,5_yr_repayment.first_generation_students,float,FIRSTGEN_RPY_5YR_RT,,,NSLDS,
Five-year repayment rate for students who are not first-generation,repayment,5_yr_repayment.non_first_generation_students,float,NOTFIRSTGEN_RPY_5YR_RT,,,NSLDS,
"Fraction of repayment cohort that has not defaulted, and with loan balances that have declined seven years since entering repayment, excluding enrolled and military deferment from calculation.  (rolling averages)",repayment,repayment_cohort.7_year_declining_balance,float,RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for completers,repayment,7_yr_repayment.completers,float,COMPL_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for non-completers,repayment,7_yr_repayment.noncompleters,float,NONCOM_RPY_7YR_RT,,,NSLDS,
"Seven-year repayment rate by family income ($0-30,000)",repayment,7_yr_repayment.income.0_30000,float,LO_INC_RPY_7YR_RT,,,NSLDS,
"Seven-year repayment rate by family income ($30,000-75,000)",repayment,7_yr_repayment.income.30000_75000,float,MD_INC_RPY_7YR_RT,,,NSLDS,
"Seven-year repayment rate by family income ($75,000+)",repayment,7_yr_repayment.income.greater_than_75000,float,HI_INC_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for dependent students,repayment,7_yr_repayment.dependent_students,float,DEP_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for independent students,repayment,7_yr_repayment.independent_students,float,IND_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for students who received a Pell grant while at the school,repayment,7_yr_repayment.pell_grant,float,PELL_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for students who never received a Pell grant while at school,repayment,7_yr_repayment.no_pell_grant,float,NOPELL_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for females,repayment,7_yr_repayment.female_students,float,FEMALE_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for males,repayment,7_yr_repayment.male_students,float,MALE_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for first-generation students,repayment,7_yr_repayment.first_generation_students,float,FIRSTGEN_RPY_7YR_RT,,,NSLDS,
Seven-year repayment rate for students who are not first-generation,repayment,7_yr_repayment.non_first_generation_students,float,NOTFIRSTGEN_RPY_7YR_RT,,,NSLDS,
"Percentage of aided students whose family income is between $0-$30,000",student,share_lowincome.0_30000,float,INC_PCT_LO,,,NSLDS,
Percentage of students who are financially independent,student,share_independent_students,float,DEP_STAT_PCT_IND,,,NSLDS,
"Percentage of students who are financially independent and have family incomes between $0-30,000",student,share_independent_lowincome.0_30000,float,DEP_INC_PCT_LO,,,NSLDS,
"Percentage of students who are financially dependent and have family incomes between $0-30,000",student,share_dependent_lowincome.0_300000,float,IND_INC_PCT_LO,,,NSLDS,
Percentage first-generation students,student,share_firstgeneration,float,PAR_ED_PCT_1STGEN,,,NSLDS,
"Aided students with family incomes between $30,001-$48,000 in nominal dollars",student,share_middleincome.30001_48000,float,INC_PCT_M1,,,NSLDS,
"Aided students with family incomes between $48,001-$75,000 in nominal dollars",student,share_middleincome.30001_48000,float,INC_PCT_M2,,,NSLDS,
"Aided students with family incomes between $75,001-$110,000 in nominal dollars",student,share_highincome.75001_110000,float,INC_PCT_H1,,,NSLDS,
"Aided students with family incomes between $110,001+ in nominal dollars",student,share_highincome.110001plus,float,INC_PCT_H2,,,NSLDS,
"Dependent students with family incomes between $30,001-$48,000 in nominal dollars",student,share_dependent_middleincome.300001_48000,float,DEP_INC_PCT_M1,,,NSLDS,
"Dependent students with family incomes between $48,001-$75,000 in nominal dollars",student,share_dependent_middleincome.48001_75000,float,DEP_INC_PCT_M2,,,NSLDS,
"Dependent students with family incomes between $75,001-$110,000 in nominal dollars",student,share_dependent_highincome.75001_110000,float,DEP_INC_PCT_H1,,,NSLDS,
"Dependent students with family incomes between $110,001+ in nominal dollars",student,share_dependent_highincome.110001plus,float,DEP_INC_PCT_H2,,,NSLDS,
"Independent students with family incomes between $30,001-$48,000 in nominal dollars",student,share_independent_middleincome.30001_48000,float,IND_INC_PCT_M1,,,NSLDS,
"Independent students with family incomes between $48,001-$75,000 in nominal dollars",student,share_independent_middleincome.48001_75000,float,IND_INC_PCT_M2,,,NSLDS,
"Independent students with family incomes between $75,001-$110,000 in nominal dollars",student,share_independent_highincome.75001_110000,float,IND_INC_PCT_H1,,,NSLDS,
"Independent students with family incomes between $110,001+ in nominal dollars",student,share_independent_highincome.110001plus,float,IND_INC_PCT_H2,,,NSLDS,
Percent of students whose parents' highest educational level is middle school,student,share_firstgeneration_parents.middleschool,float,PAR_ED_PCT_MS, ,,NSLDS,
Percent of students whose parents' highest educational level is high school,student,share_firstgeneration_parents.highschool,float,PAR_ED_PCT_HS, ,,NSLDS,
Percent of students whose parents' highest educational level was is some form of postsecondary education,student,share_firstgeneration_parents.somecollege,float,PAR_ED_PCT_PS, ,,NSLDS,
Number of applications is greater than or equal to 2,student,fafsa_sent.2_college_allyrs,float,APPL_SCH_PCT_GE2,,,NSLDS,
Number of applications is greater than or equal to 3,student,fafsa_sent.3_college_allyrs,float,APPL_SCH_PCT_GE3,,,NSLDS,
Number of applications is greater than or equal to 4,student,fafsa_sent.4_college_allyrs,float,APPL_SCH_PCT_GE4,,,NSLDS,
Number of applications is greater than or equal to 5,student,fafsa_sent.5plus_college_allyrs,float,APPL_SCH_PCT_GE5,,,NSLDS,
Average family income of dependent students in real 2014 dollars.,student,avg_dependent_income.2014dollars,integer,DEP_INC_AVG,,,NSLDS,
Average family income of independent students in real 2014 dollars. ,student,avg_independent_income.2014dollars,integer,IND_INC_AVG,,,NSLDS,
Number of students completed in overall 2-year completion cohort,completion,2_yr_completion.overall,integer,OVERALL_YR2_N,,,NSLDS,
"Number of low-income (less than $30,000 in nominal family income) students in overall 2-year completion cohort",completion,2_yr_completion.low_income,integer,LO_INC_YR2_N,,,NSLDS,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 2-year completion cohort",completion,2_yr_completion.middle_income,integer,MD_INC_YR2_N,,,NSLDS,
"Number of high-income (above $75,000 in nominal family income) students in overall 2-year completion cohort",completion,2_yr_completion.high_income,integer,HI_INC_YR2_N,,,NSLDS,
Number of dependent students in overall 2-year completion cohort,completion,2_yr_completion.dependent_students,integer,DEP_YR2_N,,,NSLDS,
Number of independent students in overall 2-year completion cohort,completion,2_yr_completion.independent_students,integer,IND_YR2_N,,,NSLDS,
Number of female students in overall 2-year completion cohort,completion,2_yr_completion.female_students,integer,FEMALE_YR2_N,,,NSLDS,
Number of male students in overall 2-year completion cohort,completion,2_yr_completion.male_students,integer,MALE_YR2_N,,,NSLDS,
Number of Pell students in overall 2-year completion cohort,completion,2_yr_completion.pell_grant,integer,PELL_YR2_N,,,NSLDS,
Number of no-Pell students in overall 2-year completion cohort,completion,2_yr_completion.no_pell_grant,integer,NOPELL_YR2_N,,,NSLDS,
Number of loan students in overall 2-year completion cohort,completion,2_yr_completion.loan_students,integer,LOAN_YR2_N,,,NSLDS,
Number of no-loan students in overall 2-year completion cohort,completion,2_yr_completion.no_loan_students,integer,NOLOAN_YR2_N,,,NSLDS,
Number of first-generation students in overall 2-year completion cohort,completion,2_yr_completion.first_generation_students,integer,FIRSTGEN_YR2_N,,,NSLDS,
Number of not-first-generation students in overall 2-year completion cohort,completion,2_yr_completion.no_first_generation_students,integer,NOT1STGEN_YR2_N,,,NSLDS,
Number of students in overall 3-year completion cohort,completion,3_yr_completion.overall,integer,OVERALL_YR3_N,,,NSLDS,
"Number of low-income (less than $30,000 in nominal family income) students in overall 3-year completion cohort",completion,3_yr_completion.low_income,integer,LO_INC_YR3_N,,,NSLDS,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 3-year completion cohort",completion,3_yr_completion.middle_income,integer,MD_INC_YR3_N,,,NSLDS,
"Number of high-income (above $75,000 in nominal family income) students in overall 3-year completion cohort",completion,3_yr_completion.high_income,integer,HI_INC_YR3_N,,,NSLDS,
Number of dependent students in overall 3-year completion cohort,completion,3_yr_completion.dependent_students,integer,DEP_YR3_N,,,NSLDS,
Number of independent students in overall 3-year completion cohort,completion,3_yr_completion.independent_students,integer,IND_YR3_N,,,NSLDS,
Number of female students in overall 3-year completion cohort,completion,3_yr_completion.female_students,integer,FEMALE_YR3_N,,,NSLDS,
Number of male students in overall 3-year completion cohort,completion,3_yr_completion.male_students,integer,MALE_YR3_N,,,NSLDS,
Number of Pell students in overall 3-year completion cohort,completion,3_yr_completion.pell_grant,integer,PELL_YR3_N,,,NSLDS,
Number of no-Pell students in overall 3-year completion cohort,completion,3_yr_completion.no_pell_grant,integer,NOPELL_YR3_N,,,NSLDS,
Number of loan students in overall 3-year completion cohort,completion,3_yr_completion.loan_students,integer,LOAN_YR3_N,,,NSLDS,
Number of no-loan students in overall 3-year completion cohort,completion,3_yr_completion.no_loan_students,integer,NOLOAN_YR3_N,,,NSLDS,
Number of first-generation students in overall 3-year completion cohort,completion,3_yr_completion.first_generation_students,integer,FIRSTGEN_YR3_N,,,NSLDS,
Number of not-first-generation students in overall 3-year completion cohort,completion,3_yr_completion.no_first_generation_students,integer,NOT1STGEN_YR3_N,,,NSLDS,
Number of students in overall 4-year completion cohort,completion,4_yr_completion.overall,integer,OVERALL_YR4_N,,,NSLDS,
"Number of low-income (less than $30,000 in nominal family income) students in overall 4-year completion cohort",completion,4_yr_completion.low_income,integer,LO_INC_YR4_N,,,NSLDS,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 4-year completion cohort",completion,4_yr_completion.middle_income,integer,MD_INC_YR4_N,,,NSLDS,
"Number of high-income (above $75,000 in nominal family income) students in overall 4-year completion cohort",completion,4_yr_completion.high_income,integer,HI_INC_YR4_N,,,NSLDS,
Number of dependent students in overall 4-year completion cohort,completion,4_yr_completion.dependent_students,integer,DEP_YR4_N,,,NSLDS,
Number of independent students in overall 4-year completion cohort,completion,4_yr_completion.independent_students,integer,IND_YR4_N,,,NSLDS,
Number of female students in overall 4-year completion cohort,completion,4_yr_completion.female_students,integer,FEMALE_YR4_N,,,NSLDS,
Number of male students in overall 4-year completion cohort,completion,4_yr_completion.male_students,integer,MALE_YR4_N,,,NSLDS,
Number of Pell students in overall 4-year completion cohort,completion,4_yr_completion.pell_grant,integer,PELL_YR4_N,,,NSLDS,
Number of no-Pell students in overall 4-year completion cohort,completion,4_yr_completion.no_pell_grant,integer,NOPELL_YR4_N,,,NSLDS,
Number of loan students in overall 4-year completion cohort,completion,4_yr_completion.loan_students,integer,LOAN_YR4_N,,,NSLDS,
Number of no-loan students in overall 4-year completion cohort,completion,4_yr_completion.no_loan_students,integer,NOLOAN_YR4_N,,,NSLDS,
Number of first-generation students in overall 4-year completion cohort,completion,4_yr_completion.first_generation_students,integer,FIRSTGEN_YR4_N,,,NSLDS,
Number of not-first-generation students in overall 4-year completion cohort,completion,4_yr_completion.no_first_generation_students,integer,NOT1STGEN_YR4_N,,,NSLDS,
Number of students in overall 6-year completion cohort,completion,6_yr_completion.overall,integer,OVERALL_YR6_N,,,NSLDS,
"Number of low-income (less than $30,000 in nominal family income) students in overall 6-year completion cohort",completion,6_yr_completion.low_income,integer,LO_INC_YR6_N,,,NSLDS,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 6-year completion cohort",completion,6_yr_completion.middle_income,integer,MD_INC_YR6_N,,,NSLDS,
"Number of high-income (above $75,000 in nominal family income) students in overall 6-year completion cohort",completion,6_yr_completion.high_income,integer,HI_INC_YR6_N,,,NSLDS,
Number of dependent students in overall 6-year completion cohort,completion,6_yr_completion.dependent_students,integer,DEP_YR6_N,,,NSLDS,
Number of independent students in overall 6-year completion cohort,completion,6_yr_completion.independent_students,integer,IND_YR6_N,,,NSLDS,
Number of female students in overall 6-year completion cohort,completion,6_yr_completion.female_students,integer,FEMALE_YR6_N,,,NSLDS,
Number of male students in overall 6-year completion cohort,completion,6_yr_completion.male_students,integer,MALE_YR6_N,,,NSLDS,
Number of Pell students in overall 6-year completion cohort,completion,6_yr_completion.pell_grant,integer,PELL_YR6_N,,,NSLDS,
Number of no-Pell students in overall 6-year completion cohort,completion,6_yr_completion.no_pell_grant,integer,NOPELL_YR6_N,,,NSLDS,
Number of loan students in overall 6-year completion cohort,completion,6_yr_completion.loan_students,integer,LOAN_YR6_N,,,NSLDS,
Number of no-loan students in overall 6-year completion cohort,completion,6_yr_completion.no_loan_students,integer,NOLOAN_YR6_N,,,NSLDS,
Number of first-generation students in overall 6-year completion cohort,completion,6_yr_completion.first_generation_students,integer,FIRSTGEN_YR6_N,,,NSLDS,
Number of not-first-generation students in overall 6-year completion cohort,completion,6_yr_completion.no_first_generation_students,integer,NOT1STGEN_YR6_N,,,NSLDS,
Number of students in overall 8-year completion cohort,completion,8_yr_completion.overall,integer,OVERALL_YR8_N,,,NSLDS,
"Number of low-income (less than $30,000 in nominal family income) students in overall 8-year completion cohort",completion,8_yr_completion.low_income,integer,LO_INC_YR8_N,,,NSLDS,
"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 8-year completion cohort",completion,8_yr_completion.middle_income,integer,MD_INC_YR8_N,,,NSLDS,
"Number of high-income (above $75,000 in nominal family income) students in overall 8-year completion cohort",completion,8_yr_completion.high_income,integer,HI_INC_YR8_N,,,NSLDS,
Number of dependent students in overall 8-year completion cohort,completion,8_yr_completion.dependent_students,integer,DEP_YR8_N,,,NSLDS,
Number of independent students in overall 8-year completion cohort,completion,8_yr_completion.independent_students,integer,IND_YR8_N,,,NSLDS,
Number of female students in overall 8-year completion cohort,completion,8_yr_completion.female_students,integer,FEMALE_YR8_N,,,NSLDS,
Number of male students in overall 8-year completion cohort,completion,8_yr_completion.male_students,integer,MALE_YR8_N,,,NSLDS,
Number of Pell students in overall 8-year completion cohort,completion,8_yr_completion.pell_grant,integer,PELL_YR8_N,,,NSLDS,
Number of no-Pell students in overall 8-year completion cohort,completion,8_yr_completion.no_pell_grant,integer,NOPELL_YR8_N,,,NSLDS,
Number of loan students in overall 8-year completion cohort,completion,8_yr_completion.loan_students,integer,LOAN_YR8_N,,,NSLDS,
Number of no-loan students in overall 8-year completion cohort,completion,8_yr_completion.no_loan_students,integer,NOLOAN_YR8_N,,,NSLDS,
Number of first-generation students in overall 8-year completion cohort,completion,8_yr_completion.first_generation_students,integer,FIRSTGEN_YR8_N,,,NSLDS,
Number of not-first-generation students in overall 8-year completion cohort,completion,8_yr_completion.no_first_generation_students,integer,NOT1STGEN_YR8_N,,,NSLDS,
The original amount of the loan principal upon entering repayment,aid,loan_principal,float,DEBT_MDN,,,NSLDS,
The median debt for students who have completed,aid,median_debt.completers.overall,float,GRAD_DEBT_MDN,,,NSLDS,
The median debt for students who have not completed,aid,median_debt.noncompleters,float,WDRAW_DEBT_MDN,,,NSLDS,
"The median debt for students with family income between $0-$30,000",aid,median_debt.income.0_30000,float,LO_INC_DEBT_MDN,,,NSLDS,
"The median debt for students with family income between $30,001-$75,000",aid,median_debt.income.30001_75000,float,MD_INC_DEBT_MDN,,,NSLDS,
"The median debt for students with family income $75,001+",aid,median_debt.income.greater_than_75000,float,HI_INC_DEBT_MDN,,,NSLDS,
The median debt for dependent students,aid,median_debt.dependent_students,float,DEP_DEBT_MDN,,,NSLDS,
The median debt for independent students,aid,median_debt.independent_students,float,IND_DEBT_MDN,,,NSLDS,
The median debt for Pell students,aid,median_debt.pell_grant,float,PELL_DEBT_MDN,,,NSLDS,
The median debt for no-Pell students,aid,median_debt.no_pell_grant,float,NOPELL_DEBT_MDN,,,NSLDS,
The median debt for female students,aid,median_debt.female_students,float,FEMALE_DEBT_MDN,,,NSLDS,
The median debt for male students,aid,median_debt.male_students,float,MALE_DEBT_MDN,,,NSLDS,
The median debt for first-generation students,aid,median_debt.first_generation_students,float,FIRSTGEN_DEBT_MDN,,,NSLDS,
The median debt for not-first-generation students,aid,median_debt.non_first_generation_students,float,NOTFIRSTGEN_DEBT_MDN,,,NSLDS,
The number of students in the median debt cohort,aid,median_debt.number.overall,integer,DEBT_N,,,NSLDS,
The number of students in the median debt completers cohort,aid,median_debt.number.completers,integer,GRAD_DEBT_N,,,NSLDS,
The number of students in the median debt withdrawn cohort,aid,median_debt.number.noncompleters,integer,WDRAW_DEBT_N,,,NSLDS,
"The number of students in the median debt low-income (less than $30,000 in nominal family income) students cohort",aid,median_debt.number.income.0_30000,integer,LO_INC_DEBT_N,,,NSLDS,
"The number of students in the median debt middle-income (between $30,000 and $75,000 in nominal family income) students cohort",aid,median_debt.number.income.30001_75000,integer,MD_INC_DEBT_N,,,NSLDS,
"The number of students in the median debt high-income (above $75,000 in nominal family income) students cohort",aid,median_debt.number.income.greater_than_75000,integer,HI_INC_DEBT_N,,,NSLDS,
The number of students in the median debt dependent students cohort,aid,median_debt.number.dependent_students,integer,DEP_DEBT_N,,,NSLDS,
The number of students in the median debt independent students cohort,aid,median_debt.number.independent_students,integer,IND_DEBT_N,,,NSLDS,
The number of students in the median debt Pell students cohort,aid,median_debt.number.pell_grant,integer,PELL_DEBT_N,,,NSLDS,
The number of students in the median debt no-Pell students cohort,aid,median_debt.number.no_pell_grant,integer,NOPELL_DEBT_N,,,NSLDS,
The number of students in the median debt female students cohort,aid,median_debt.number.female_students,integer,FEMALE_DEBT_N,,,NSLDS,
The number of students in the median debt male students cohort,aid,median_debt.number.male_students,integer,MALE_DEBT_N,,,NSLDS,
The number of students in the median debt first-generation students cohort,aid,median_debt.number.first_generation_students,integer,FIRSTGEN_DEBT_N,,,NSLDS,
The number of students in the median debt not-first-generation students cohort,aid,median_debt.number.non_first_generation_students,integer,NOTFIRSTGEN_DEBT_N,,,NSLDS,
Median loan debt of completers in monthly payments (10-year amortization plan),aid,median_debt.completers.monthly_payments,float,GRAD_DEBT_MDN10YR,,,NSLDS,
Number of students in the cumulative loan debt cohort,aid,cumulative_debt.number,integer,CUML_DEBT_N,,,NSLDS,
Cumulative loan debt at the 90th percentile,aid,cumulative_debt.90th_percentile,integer,CUML_DEBT_P90,,,NSLDS,
Cumulative loan debt at the 75th percentile,aid,cumulative_debt.75th_percentile,integer,CUML_DEBT_P75,,,NSLDS,
Cumulative loan debt at the 25th percentile,aid,cumulative_debt.25th_percentile,integer,CUML_DEBT_P25,,,NSLDS,
Cumulative loan debt at the 10th percentile,aid,cumulative_debt.10th_percentile,integer,CUML_DEBT_P10,,,NSLDS,
Number of students in the family income cohort,student,family_income.overall,integer,INC_N,,,NSLDS,
Number of students in the family income dependent students cohort,student,family_income.dependent_students,integer,DEP_INC_N,,,NSLDS,
Number of students in the family income independent students cohort,student,family_income.independent_students,integer,IND_INC_N,,,NSLDS,
Number of students in the disaggregation with valid dependency status,student,valid_dependency_status,integer,DEP_STAT_N,,,NSLDS,
Number of students in the parents' education level cohort,student,parents_education_level,integer,PAR_ED_N,,,NSLDS,
Number of students in the FAFSA applications cohort,student,FAFSA_applications,integer,APPL_SCH_N,,,NSLDS,
Median Date Student Enters Repayment,repayment,repayment_date.median,integer,REPAY_DT_MDN, ,,NSLDS,"NOTE: Repayment date is only available for loans entering repayment between October 1, 2005 and September 30, 2013. Loans that had not yet entered repayment by the later date were coded as December 31, 2999. Loans that entered repayment prior to the earlier date were coded as January 1, 1900. Loans for which the enter repayment date is unknown were excluded."
Median Date Student Separated,completion,separation_date.median,integer,SEPAR_DT_MDN, ,,NSLDS,"NOTE: Students who had not yet separated by September 30, 2013 were coded as December 31, 2999. Students with no loans at the measured school were excluded."
Number of students in the cohort for date students enter repayment,repayment,repayment_date.number,integer,REPAY_DT_N,,,NSLDS,
Number of students in the cohort for date students separated from the school,completion,separation_date.number,integer,SEPAR_DT_N,,,NSLDS,
Number of students in the 1-year repayment rate cohort,repayment,1_yr_repayment.overall,integer,RPY_1YR_N,,,NSLDS,
Number of students in the 1-year repayment rate of completers cohort,repayment,1_yr_repayment.completers,integer,COMPL_RPY_1YR_N,,,NSLDS,
Number of students in the 1-year repayment rate of non-completers cohort,repayment,1_yr_repayment.noncompleters,integer,NONCOM_RPY_1YR_N,,,NSLDS,
"Number of students in the 1-year repayment rate of low-income (less than $30,000 in nominal family income) students cohort",repayment,1_yr_repayment.low_income,integer,LO_INC_RPY_1YR_N,,,NSLDS,
"Number of students in the 1-year repayment rate of middle-income (between $30,000 and $75,000 in nominal family income) students cohort",repayment,1_yr_repayment.middle_income,integer,MD_INC_RPY_1YR_N,,,NSLDS,
"Number of students in the 1-year repayment rate of high-income (above $75,000 in nominal family income) students cohort",repayment,1_yr_repayment.high_income,integer,HI_INC_RPY_1YR_N,,,NSLDS,
